id,R-ids,datasets,input_reaction,expected_reaction,wrong_reactions,llm_predicted,is_balanced,exact_match,final_status,error
94,['golden_dataset_239'],['golden_dataset'],[CH3:5][C:6]([CH3:39])([CH3:7])[O:8][C:9]([N:10]1[CH2:11][CH2:12][N:13]([CH2:36][CH2:37]1)[C:14]([C:15]2=[CH:16][CH:17]=[CH:18][C:19]([N+:20]([O-:21])=[O:22])=[C:23]2[CH:24]=[CH:25][C:26]3=[CH:31][CH:30]=[C:29]4[O:32][CH2:33][O:34][C:28]4=[CH:27]3)=[O:35])=[O:38].[C-:1]#[O+:2].[C-:3]#[O+:4]>>[CH3:5][C:6]([CH3:39])([CH3:7])[O:8][C:9]([N:10]1[CH2:11][CH2:12][N:13]([CH2:36][CH2:37]1)[C:14]([C:15]=2[CH:16]=[CH:17][CH:18]=[C:19]3[C:23]=2[CH:24]=[C:25]([NH:20]3)[C:26]=4[CH:27]=[C:28]5[O:34][CH2:33][O:32][C:29]5=[CH:30][CH:31]=4)=[O:35])=[O:38],[C-:1]#[O+:2].[C-:3]#[O+:4].[CH3:5][C:6]([CH3:39])([CH3:7])[O:8][C:9]([N:10]1[CH2:11][CH2:12][N:13]([CH2:36][CH2:37]1)[C:14]([C:15]2=[CH:16][CH:17]=[CH:18][C:19]([N+:20]([O-:21])=[O:22])=[C:23]2[CH:24]=[CH:25][C:26]3=[CH:31][CH:30]=[C:29]4[O:32][CH2:33][O:34][C:28]4=[CH:27]3)=[O:35])=[O:38]>>[O:4]=[C:5]=[O:6].[CH3:5][C:6]([CH3:39])([CH3:7])[O:8][C:9]([N:10]1[CH2:11][CH2:12][N:13]([CH2:36][CH2:37]1)[C:14]([C:15]=2[CH:16]=[CH:17][CH:18]=[C:19]3[C:23]=2[CH:24]=[C:25]([NH:20]3)[C:26]=4[CH:27]=[C:28]5[O:34][CH2:33][O:32][C:29]5=[CH:30][CH:31]=4)=[O:35])=[O:38].[O:1]=[C:2]=[O:3],[],[CH3:5][C:6]([CH3:39])([CH3:7])[O:8][C:9]([N:10]1[CH2:11][CH2:12][N:13]([CH2:36][CH2:37]1)[C:14]([C:15]2=[CH:16][CH:17]=[CH:18][C:19]([N+:20]([O-:21])=[O:22])=[C:23]2[CH:24]=[CH:25][C:26]3=[CH:31][CH:30]=[C:29]4[O:32][CH2:33][O:34][C:28]4=[CH:27]3)=[O:35])=[O:38].[C-:1]#[O+:2].[C-:3]#[O+:4]>>[CH3:5][C:6]([CH3:39])([CH3:7])[O:8][C:9]([N:10]1[CH2:11][CH2:12][N:13]([CH2:36][CH2:37]1)[C:14]([C:15]=2[CH:16]=[CH:17][CH:18]=[C:19]3[C:23]=2[CH:24]=[C:25]([NH:20]3)[C:26]=4[CH:27]=[C:28]5[O:34][CH2:33][O:32][C:29]5=[CH:30][CH:31]=4)=[O:35])=[O:38].O=C=O.O=C=O,True,False,balanced,
96,['golden_dataset_244'],['golden_dataset'],[CH2:7]([CH2:6][CH3:5])[C:8]#[C:9][CH2:10][CH2:11][CH3:12].[CH:19]1=[C:20]([I:21])[C:15]([NH:14][CH3:13])=[CH:16][CH:17]=[CH:18]1.[O-:1][C:2]([O-:3])=[O:4]>>[CH:17]1=[CH:18][CH:19]=[C:20]2[C:8]([CH2:7][CH2:6][CH3:5])=[C:9]([N:14]([CH3:13])[C:15]2=[CH:16]1)[CH2:10][CH2:11][CH3:12],C(CC)C#CCCC.C1=C(I)C(NC)=CC=C1>>[H+].[I-].C1=CC=C2C(CCC)=C(N(C)C2=C1)CCC,[],[CH2:7]([CH2:6][CH3:5])[C:8]#[C:9][CH2:10][CH2:11][CH3:12].[CH:19]1=[C:20]([I:21])[C:15]([NH:14][CH3:13])=[CH:16][CH:17]=[CH:18]1.[O-:1][C:2]([O-:3])=[O:4]>>[CH:17]1=[CH:18][CH:19]=[C:20]2[C:8]([CH2:7][CH2:6][CH3:5])=[C:9]([N:14]([CH3:13])[C:15]2=[CH:16]1)[CH2:10][CH2:11][CH3:12].O=C(O)I,False,False,unbalanced,
102,['golden_dataset_257'],['golden_dataset'],[CH2:25]1[CH2:26][CH:27]([CH2:38][CH2:39][N:24]1[C:23](=[O:40])[C:22]=2[C:14]([CH:13]=[CH:12][C:9]3=[CH:8][CH:7]=[C:6]([CH:11]=[CH:10]3)[F:5])=[C:15]([CH:19]=[CH:20][CH:21]=2)[N+:16]([O-:17])=[O:18])[N:28]4[C:32]5=[C:31]([CH:36]=[CH:35][CH:34]=[CH:33]5)[NH:30][C:29]4=[O:37].[C-:1]#[O+:2].[C-:3]#[O+:4]>>[CH2:26]1[CH2:25][N:24]([CH2:39][CH2:38][CH:27]1[N:28]2[C:29](=[O:37])[NH:30][C:31]3=[CH:36][CH:35]=[CH:34][CH:33]=[C:32]23)[C:23](=[O:40])[C:22]=4[C:14]=5[CH:13]=[C:12]([C:9]=6[CH:10]=[CH:11][C:6]([F:5])=[CH:7][CH:8]=6)[NH:16][C:15]=5[CH:19]=[CH:20][CH:21]=4,nan,['O=C(c1cccc([N+](=O)[O-])c1C=Cc1ccc(F)cc1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1.[C-]#[O+].[C-]#[O+]>>O=C(c1cccc2[nH]c(-c3ccc(F)cc3)cc12)N1CCC(n2c(=O)[nH]c3ccccc32)CC1.[C-]#[O+].[C-]#[O+].[OH-].O'],[CH2:25]1[CH2:26][CH:27]([CH2:38][CH2:39][N:24]1[C:23](=[O:40])[C:22]=2[C:14]([CH:13]=[CH:12][C:9]3=[CH:8][CH:7]=[C:6]([CH:11]=[CH:10]3)[F:5])=[C:15]([CH:19]=[CH:20][CH:21]=2)[N+:16]([O-:17])=[O:18])[N:28]4[C:32]5=[C:31]([CH:36]=[CH:35][CH:34]=[CH:33]5)[NH:30][C:29]4=[O:37].[C-:1]#[O+:2].[C-:3]#[O+:4]>>[CH2:26]1[CH2:25][N:24]([CH2:39][CH2:38][CH:27]1[N:28]2[C:29](=[O:37])[NH:30][C:31]3=[CH:36][CH:35]=[CH:34][CH:33]=[C:32]23)[C:23](=[O:40])[C:22]=4[C:14]=5[CH:13]=[C:12]([C:9]=6[CH:10]=[CH:11][C:6]([F:5])=[CH:7][CH:8]=6)[NH:16][C:15]=5[CH:19]=[CH:20][CH:21]=4.CO2,False,False,unbalanced,
104,['golden_dataset_261'],['golden_dataset'],[CH2:10]([CH2:9][CH3:8])[CH2:11][CH2:12][CH2:13][C:14]#[C:15][C:16]([Cl:17])=[CH2:18].[CH3:1][CH:2]([CH3:3])[N-:4][CH:5]([CH3:6])[CH3:7]>>[CH2:10]([CH2:9][CH3:8])[CH2:11][CH2:12][CH2:13][C:14]#[C:15][C:16]#[CH:18],[CH2:10]([CH2:9][CH3:8])[CH2:11][CH2:12][CH2:13][C:14]#[C:15][C:16]([Cl:17])=[CH2:18].[CH3:1][CH:2]([CH3:3])[N-:4][CH:5]([CH3:6])[CH3:7]>>[CH2:10]([CH2:9][CH3:8])[CH2:11][CH2:12][CH2:13][C:14]#[C:15][C:16]#[CH:18].[CH3:1][CH:2]([CH3:3])[N-:4][CH:5]([CH3:6])[CH3:7].[ClH:17],[],[CH2:10]([CH2:9][CH3:8])[CH2:11][CH2:12][CH2:13][C:14]#[C:15][C:16]([Cl:17])=[CH2:18].[CH3:1][CH:2]([CH3:3])[N-:4][CH:5]([CH3:6])[CH3:7]>>[CH2:10]([CH2:9][CH3:8])[CH2:11][CH2:12][CH2:13][C:14]#[C:15][C:16]#[CH:18].[CH3:1][CH:2]([CH3:3])N[CH:5]([CH3:6])[CH3:7].[Cl-],True,False,balanced,
105,['golden_dataset_268'],['golden_dataset'],[CH2:6]1[C:7](=[O:17])[CH:8]([CH2:14][C:15](=[O:16])[CH:5]1[C:4]([O:3][CH2:2][CH3:1])=[O:18])[C:9]([O:10][CH2:11][CH3:12])=[O:13].[OH2:19].[OH2:20]>>[CH2:5]1[CH2:6][C:7]([CH2:8][CH2:14][C:15]1=[O:16])=[O:17],C1C(=O)C(CC(=O)C1C(OCC)=O)C(OCC)=O.O.O.[H].[H].[H].[H]>>C1CC(CCC1=O)=O.CCOC=O.CCOC=O.O.O,[],[CH2:6]1[C:7](=[O:17])[CH:8]([CH2:14][C:15](=[O:16])[CH:5]1[C:4]([O:3][CH2:2][CH3:1])=[O:18])[C:9]([O:10][CH2:11][CH3:12])=[O:13].[OH2:19].[OH2:20]>>[CH2:5]1[CH2:6][C:7]([CH2:8][CH2:14][C:15]1=[O:16])=[O:17].CCO.CC(=O)O,False,False,unbalanced,
109,['golden_dataset_280'],['golden_dataset'],[CH:6]=1[CH:7]=[C:8]([C:9]#[C:10][C:11]2=[CH:12][CH:13]=[CH:14][CH:15]=[CH:16]2)[C:3]([O:2][CH3:1])=[CH:4][CH:5]=1.[I:17][I:18]>>[CH:12]=1[C:11](=[CH:16][CH:15]=[CH:14][CH:13]=1)[C:10]=2[O:2][C:3]3=[C:8]([CH:7]=[CH:6][CH:5]=[CH:4]3)[C:9]=2[I:18],[CH:6]=1[CH:7]=[C:8]([C:9]#[C:10][C:11]2=[CH:12][CH:13]=[CH:14][CH:15]=[CH:16]2)[C:3]([O:2][CH3:1])=[CH:4][CH:5]=1.[I:17][I:18]>>[CH:12]=1[C:11](=[CH:16][CH:15]=[CH:14][CH:13]=1)[C:10]=2[O:2][C:3]3=[C:8]([CH:7]=[CH:6][CH:5]=[CH:4]3)[C:9]=2[I:18].[CH3:1][I:18],[],[CH:6]=1[CH:7]=[C:8]([C:9]#[C:10][C:11]2=[CH:12][CH:13]=[CH:14][CH:15]=[CH:16]2)[C:3]([O:2][CH3:1])=[CH:4][CH:5]=1.[I:17][I:18]>>[CH:12]=1[C:11](=[CH:16][CH:15]=[CH:14][CH:13]=1)[C:10]=2[O:2][C:3]3=[C:8]([CH:7]=[CH:6][CH:5]=[CH:4]3)[C:9]=2[I:18].[I:17][CH3:1],True,False,balanced,
111,['golden_dataset_286'],['golden_dataset'],[CH:14]1=[CH:15][C:16]=2[C:11]([CH:12]=[CH:13]1)=[CH:10][C:9](=[CH:18][CH:17]=2)[CH:8]=[O:7].[CH2:21]1[CH2:20][CH2:19][CH2:23][NH:22]1.[CH3:1][C:2]([CH3:3])([CH3:6])[O:4][OH:5]>>[CH2:21]1[CH2:20][CH2:19][CH2:23][N:22]1[C:8](=[O:7])[C:9]=2[CH:10]=[C:11]3[CH:12]=[CH:13][CH:14]=[CH:15][C:16]3=[CH:17][CH:18]=2,C1=CC=2C(C=C1)=CC(=CC=2)C=O.C1CCCN1.CC(C)(C)OO.[O]>>C1CCCN1C(=O)C=2C=C3C=CC=CC3=CC=2.CC(C)(C)OO.O,[],[CH:14]1=[CH:15][C:16]=2[C:11]([CH:12]=[CH:13]1)=[CH:10][C:9](=[CH:18][CH:17]=2)[CH:8]=[O:7].[CH2:21]1[CH2:20][CH2:19][CH2:23][NH:22]1.[CH3:1][C:2]([CH3:3])([CH3:6])[O:4][OH:5]>>[CH2:21]1[CH2:20][CH2:19][CH2:23][N:22]1[C:8](=[O:7])[C:9]=2[CH:10]=[C:11]3[CH:12]=[CH:13][CH:14]=[CH:15][C:16]3=[CH:17][CH:18]=2.[CH3:1][C:2]([CH3:3])([CH3:6])[O:4][OH:5],False,False,unbalanced,
114,['golden_dataset_295'],['golden_dataset'],[C:20]=1([C:19](=[CH:24][CH:23]=[CH:22][CH:21]=1)[O:18][C:11]=2[C:10]([Cl:9])=[CH:17][C:14]([C:15]#[N:16])=[CH:13][CH:12]=2)[Br:25].[CH3:5][C:4]([CH3:6])([CH3:7])[O:3][C:2](=[O:8])[CH3:1].[OH2:26]>>[CH3:5][C:4]([CH3:6])([CH3:7])[NH:16][C:15](=[O:26])[C:14]=1[CH:13]=[CH:12][C:11]([O:18][C:19]2=[CH:24][CH:23]=[CH:22][CH:21]=[C:20]2[Br:25])=[C:10]([CH:17]=1)[Cl:9],[C:20]=1([C:19](=[CH:24][CH:23]=[CH:22][CH:21]=1)[O:18][C:11]=2[C:10]([Cl:9])=[CH:17][C:14]([C:15]#[N:16])=[CH:13][CH:12]=2)[Br:25].[CH3:5][C:4]([CH3:6])([CH3:7])[O:3][C:2](=[O:8])[CH3:1].[OH2:26]>>[CH3:5][C:4]([CH3:6])([CH3:7])[NH:16][C:15](=[O:26])[C:14]=1[CH:13]=[CH:12][C:11]([O:18][C:19]2=[CH:24][CH:23]=[CH:22][CH:21]=[C:20]2[Br:25])=[C:10]([CH:17]=1)[Cl:9].[CH3:1][C:2]([OH:3])=[O:8],[],[C:20]=1([C:19](=[CH:24][CH:23]=[CH:22][CH:21]=1)[O:18][C:11]=2[C:10]([Cl:9])=[CH:17][C:14]([C:15]#[N:16])=[CH:13][CH:12]=2)[Br:25].[CH3:5][C:4]([CH3:6])([CH3:7])[O:3][C:2](=[O:8])[CH3:1].[OH2:26]>>[CH3:5][C:4]([CH3:6])([CH3:7])[NH:16][C:15](=[O:26])[C:14]=1[CH:13]=[CH:12][C:11]([O:18][C:19]2=[CH:24][CH:23]=[CH:22][CH:21]=[C:20]2[Br:25])=[C:10]([CH:17]=1)[Cl:9].CC(=O)O,True,False,balanced,
119,['golden_dataset_302'],['golden_dataset'],[CH2:18]([CH2:17][OH:16])[SH:19].[CH3:1][C:2]([CH3:3])([CH3:5])[O-:4].[CH3:6][C:7]([CH3:8])([CH3:15])[Si:9]([CH3:10])([CH3:14])[O:11][CH2:12][Cl:13]>>[CH3:6][C:7]([CH3:8])([CH3:15])[Si:9]([CH3:10])([CH3:14])[O:11][CH2:12][S:19][CH2:18][CH2:17][OH:16],CC(C)(C)[Si](C)(C)OCCl.C(CO)S>>Cl.CC(C)(C)[Si](C)(C)OCSCCO,[],[CH2:18]([CH2:17][OH:16])[SH:19].[CH3:1][C:2]([CH3:3])([CH3:5])[O-:4].[CH3:6][C:7]([CH3:8])([CH3:15])[Si:9]([CH3:10])([CH3:14])[O:11][CH2:12][Cl:13]>>[CH3:6][C:7]([CH3:8])([CH3:15])[Si:9]([CH3:10])([CH3:14])[O:11][CH2:12][S:19][CH2:18][CH2:17][OH:16].[CH3:1][C:2]([CH3:3])([CH3:5])[O:11][H].[Cl-:13],True,False,balanced,
130,['golden_dataset_351'],['golden_dataset'],[O:13]=[C:11]([CH2:10][C:9]#[N:8])[OH:12].[O:1]=[CH:2][C:3]1=[CH:4][CH:5]=[CH:6][O:7]1>>[CH:6]1=[CH:5][CH:4]=[C:3]([O:7]1)[CH:2]=[CH:10][C:9]#[N:8],[O:13]=[C:11]([CH2:10][C:9]#[N:8])[OH:12].[O:1]=[CH:2][C:3]1=[CH:4][CH:5]=[CH:6][O:7]1>>[CH:6]1=[CH:5][CH:4]=[C:3]([O:7]1)[CH:2]=[CH:10][C:9]#[N:8].[OH:1][C:11]([OH:12])=[O:13],[],[O:13]=[C:11]([CH2:10][C:9]#[N:8])[OH:12].[O:1]=[CH:2][C:3]1=[CH:4][CH:5]=[CH:6][O:7]1>>[CH:6]1=[CH:5][CH:4]=[C:3]([O:7]1)[CH:2]=[CH:10][C:9]#[N:8].[O:13]=[C:11]=[O].[OH:12][H],True,False,balanced,
134,['golden_dataset_365'],['golden_dataset'],[CH:3]1=[C:2]([C:7](=[CH:6][CH:5]=[CH:4]1)[NH2:8])[NH2:1].[CH3:12][O:11][C:10]([C:13](=[O:16])[CH2:14][CH3:15])=[O:9]>>[CH2:14]([CH3:15])[C:13]=1[N:8]=[C:7]2[CH:6]=[CH:5][CH:4]=[CH:3][C:2]2=[N:1][C:10]=1[OH:9],C1=C(C(=CC=C1)N)N.COC(C(=O)CC)=O>>C(C)C=1N=C2C=CC=CC2=NC=1O.CO.O,[],[CH:3]1=[C:2]([C:7](=[CH:6][CH:5]=[CH:4]1)[NH2:8])[NH2:1].[CH3:12][O:11][C:10]([C:13](=[O:16])[CH2:14][CH3:15])=[O:9]>>[CH2:14]([CH3:15])[C:13]=1[N:8]=[C:7]2[CH:6]=[CH:5][CH:4]=[CH:3][C:2]2=[N:1][C:10]=1[OH:9].[CH3:12][OH:11].[O:16],False,False,unbalanced,
135,['golden_dataset_372'],['golden_dataset'],[CH3:9][CH:8]([CH3:10])[N:7]([CH:11]([CH3:12])[CH3:13])[C:6](=[O:14])[O:5][CH:4]([CH2:3][CH:2]=[CH2:1])[C:15]1=[CH:16][CH:17]=[CH:18][CH:19]=[CH:20]1.[CH3:21][C:22]1([CH3:24])[C:25]([CH3:26])([CH3:27])[O:28][B:29]([O:23]1)[C:30]2=[CH:35][CH:34]=[CH:33][CH:32]=[CH:31]2>>[CH3:21][C:22]1([CH3:24])[C:25]([CH3:26])([CH3:27])[O:28][B:29]([O:23]1)[C:4]([C:30]=2[CH:31]=[CH:32][CH:33]=[CH:34][CH:35]=2)([C:15]=3[CH:20]=[CH:19][CH:18]=[CH:17][CH:16]=3)[CH2:3][CH:2]=[CH2:1],[CH3:21][C:22]1([CH3:24])[C:25]([CH3:26])([CH3:27])[O:28][B:29]([O:23]1)[C:30]2=[CH:35][CH:34]=[CH:33][CH:32]=[CH:31]2.[CH3:9][CH:8]([CH3:10])[N:7]([CH:11]([CH3:12])[CH3:13])[C:6](=[O:14])[O:5][CH:4]([CH2:3][CH:2]=[CH2:1])[C:15]1=[CH:16][CH:17]=[CH:18][CH:19]=[CH:20]1>>[CH3:9][CH:8]([CH3:10])[N:7]([CH:11]([CH3:12])[CH3:13])[C:6](=[O:14])O.[CH3:21][C:22]1([CH3:24])[C:25]([CH3:26])([CH3:27])[O:28][B:29]([O:23]1)[C:4]([C:30]=2[CH:31]=[CH:32][CH:33]=[CH:34][CH:35]=2)([C:15]=3[CH:20]=[CH:19][CH:18]=[CH:17][CH:16]=3)[CH2:3][CH:2]=[CH2:1],[],[CH3:9][CH:8]([CH3:10])[N:7]([CH:11]([CH3:12])[CH3:13])[C:6](=[O:14])[O:5][CH:4]([CH2:3][CH:2]=[CH2:1])[C:15]1=[CH:16][CH:17]=[CH:18][CH:19]=[CH:20]1.[CH3:21][C:22]1([CH3:24])[C:25]([CH3:26])([CH3:27])[O:28][B:29]([O:23]1)[C:30]2=[CH:35][CH:34]=[CH:33][CH:32]=[CH:31]2>>[CH3:21][C:22]1([CH3:24])[C:25]([CH3:26])([CH3:27])[O:28][B:29]([O:23]1)[C:4]([C:30]=2[CH:31]=[CH:32][CH:33]=[CH:34][CH:35]=2)([C:15]=3[CH:20]=[CH:19][CH:18]=[CH:17][CH:16]=3)[CH2:3][CH:2]=[CH2:1].[CH3:9][CH:8]([CH3:10])[N:7]([CH:11]([CH3:12])[CH3:13])[C:6](=[O:14])[O:5]H,False,False,unbalanced,
139,['golden_dataset_393'],['golden_dataset'],[CH2:9]([Cl:10])[C:7](=[O:8])[O:6][CH2:5][CH3:4].[CH3:11][C:12]([CH3:13])([CH3:14])[O-:15].[O:3]=[CH:2][CH3:1]>>[CH:9]1([C:7](=[O:8])[O:6][CH2:5][CH3:4])[CH:2]([CH3:1])[O:3]1,[CH2:9]([Cl:10])[C:7](=[O:8])[O:6][CH2:5][CH3:4].[CH3:11][C:12]([CH3:13])([CH3:14])[O-:15].[O:3]=[CH:2][CH3:1]>>[Cl-:10].[CH:9]1([C:7](=[O:8])[O:6][CH2:5][CH3:4])[CH:2]([CH3:1])[O:3]1.[CH3:11][C:12]([CH3:13])([CH3:14])[OH:15],[],[CH2:9]([Cl:10])[C:7](=[O:8])[O:6][CH2:5][CH3:4].[CH3:11][C:12]([CH3:13])([CH3:14])[O-:15].[O:3]=[CH:2][CH3:1]>>[CH:9]1([C:7](=[O:8])[O:6][CH2:5][CH3:4])[CH:2]([CH3:1])[O:3]1.[CH3:11][C:12]([CH3:13])([CH3:14])[OH:15].[Cl-:10],True,True,balanced,
140,['golden_dataset_400'],['golden_dataset'],[CH:15]1=[C:14]([C:12]([O:11][OH:10])=[O:13])[CH:19]=[CH:18][CH:17]=[CH:16]1.[CH2:6]1[CH2:5][CH:4]([CH2:9][CH2:8][CH2:7]1)[C:2]([CH3:1])=[O:3]>>[CH2:6]1[CH2:5][CH:4]([CH2:9][CH2:8][CH2:7]1)[O:10][C:2](=[O:3])[CH3:1],nan,['CC(=O)C1CCCCC1.O=C(OO)c1ccccc1>>CC(=O)OC1CCCCC1'],[CH:15]1=[C:14]([C:12]([O:11][OH:10])=[O:13])[CH:19]=[CH:18][CH:17]=[CH:16]1.[CH2:6]1[CH2:5][CH:4]([CH2:9][CH2:8][CH2:7]1)[C:2]([CH3:1])=[O:3]>>[CH2:6]1[CH2:5][CH:4]([CH2:9][CH2:8][CH2:7]1)[O:10][C:2](=[O:3])[CH3:1].[O:11]=[C:12]([C:14]1[CH:15]=[CH:16][CH:17]=[CH:18][CH:19]=1)=[O:13],False,False,unbalanced,
164,['golden_dataset_534'],['golden_dataset'],[CH:6]=1[CH:7]=[CH:8][C:3](=[CH:4][CH:5]=1)[CH:2]=[O:1].[CH3:14][Si:13]([CH3:16])([CH3:15])[CH2:12][C:10]([CH3:9])=[CH2:11].[ClH:17]>>[CH3:9][C:10]([CH2:11][CH:2]([OH:1])[C:3]=1[CH:8]=[CH:7][CH:6]=[CH:5][CH:4]=1)=[CH2:12],[CH:6]=1[CH:7]=[CH:8][C:3](=[CH:4][CH:5]=1)[CH:2]=[O:1].[CH3:14][Si:13]([CH3:16])([CH3:15])[CH2:12][C:10]([CH3:9])=[CH2:11].[ClH:17].O>>[CH3:9][C:10]([CH2:11][CH:2]([OH:1])[C:3]=1[CH:8]=[CH:7][CH:6]=[CH:5][CH:4]=1)=[CH2:12].O[Si:13]([CH3:14])([CH3:15])[CH3:16].[ClH:17],[],[CH:6]=1[CH:7]=[CH:8][C:3](=[CH:4][CH:5]=1)[CH:2]=[O:1].[CH3:14][Si:13]([CH3:16])([CH3:15])[CH2:12][C:10]([CH3:9])=[CH2:11].[ClH:17]>>[CH3:9][C:10]([CH2:11][CH:2]([OH:1])[C:3]=1[CH:8]=[CH:7][CH:6]=[CH:5][CH:4]=1)=[CH2:12].[CH3:14][Si:13]([CH3:16])([CH3:15])Cl,True,False,balanced,
167,['golden_dataset_554'],['golden_dataset'],[C:18](=[O:20])([CH3:19])[O:17][C:15](=[O:16])[CH3:14].[CH:11]=1[N:12]=[CH:13][C:8]([CH:7]2[N+:2]([CH2:4][CH2:5][CH2:6]2)([CH3:1])[O-:3])=[CH:9][CH:10]=1>>[CH:11]=1[N:12]=[CH:13][C:8](=[CH:9][CH:10]=1)[CH:7]2[N:2]([CH2:4][CH2:5][CH2:6]2)[C:15]([CH3:14])=[O:16],[H].[H].[CH:11]=1[N:12]=[CH:13][C:8]([CH:7]2[N+:2]([CH2:4][CH2:5][CH2:6]2)([CH3:1])[O-:3])=[CH:9][CH:10]=1.[C:18](=[O:20])([CH3:19])[O:17][C:15](=[O:16])[CH3:14]>>[CH:11]=1[N:12]=[CH:13][C:8](=[CH:9][CH:10]=1)[CH:7]2[N:2]([CH2:4][CH2:5][CH2:6]2)[C:15]([CH3:14])=[O:16].CC(=O)O.CO,[],[C:18](=[O:20])([CH3:19])[O:17][C:15](=[O:16])[CH3:14].[CH:11]=1[N:12]=[CH:13][C:8]([CH:7]2[N+:2]([CH2:4][CH2:5][CH2:6]2)([CH3:1])[O-:3])=[CH:9][CH:10]=1>>[CH:11]=1[N:12]=[CH:13][C:8](=[CH:9][CH:10]=1)[CH:7]2[N:2]([CH2:4][CH2:5][CH2:6]2)[C:15]([CH3:14])=[O:16].CC(=O)O,False,False,unbalanced,
170,['Jaworski_53'],['Jaworski'],O=C1C(=C(C(=C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.N#Cc1ccccc1>>c1ccc(cc1)-c1nc(-c2ccccc2)c(-c2ccccc2)c(-c2ccccc2)c1-c1ccccc1,O=C1C(=C(C(=C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.N#Cc1ccccc1.[O]>>c1ccc(cc1)-c1nc(-c2ccccc2)c(-c2ccccc2)c(-c2ccccc2)c1-c1ccccc1.O=C=O,[],O=C1C(=C(C(=C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.N#Cc1ccccc1>>c1ccc(cc1)-c1nc(-c2ccccc2)c(-c2ccccc2)c(-c2ccccc2)c1-c1ccccc1.O=C=O,False,False,unbalanced,
171,['golden_dataset_566'],['golden_dataset'],[CH3:26][C:20](=[O:19])[CH2:21][C:22](=[O:25])[O:23][CH3:24].[CH3:1][Si:2]([CH3:3])([CH3:4])[C:5]=1[C:10]([O:11][S:12](=[O:18])(=[O:13])[C:14]([F:16])([F:17])[F:15])=[CH:9][CH:8]=[CH:7][CH:6]=1.[F-:27]>>[CH2:21]([C:5]1=[CH:6][CH:7]=[CH:8][CH:9]=[C:10]1[C:20]([CH3:26])=[O:19])[C:22](=[O:25])[O:23][CH3:24],[CH3:1][Si:2]([CH3:3])([CH3:4])[C:5]1=[C:10]([O:11][S:12](=[O:18])(=[O:13])[C:14]([F:16])([F:17])[F:15])[CH:9]=[CH:8][CH:7]=[CH:6]1.[F-:27].[CH3:26][C:20](=[O:19])[CH2:21][C:22](=[O:25])[O:23][CH3:24]>>[O:11]=[S:12](=[O:13])([O-:18])[C:14]([F:16])([F:17])[F:15].[CH3:1][Si:2]([CH3:3])([CH3:4])[F:27].[CH2:21]([C:5]1=[CH:6][CH:7]=[CH:8][CH:9]=[C:10]1[C:20]([CH3:26])=[O:19])[C:22](=[O:25])[O:23][CH3:24],[],[CH3:26][C:20](=[O:19])[CH2:21][C:22](=[O:25])[O:23][CH3:24].[CH3:1][Si:2]([CH3:3])([CH3:4])[C:5]=1[C:10]([O:11][S:12](=[O:18])(=[O:13])[C:14]([F:16])([F:17])[F:15])=[CH:9][CH:8]=[CH:7][CH:6]=1.[F-:27]>>[CH2:21]([C:5]1=[CH:6][CH:7]=[CH:8][CH:9]=[C:10]1[C:20]([CH3:26])=[O:19])[C:22](=[O:25])[O:23][CH3:24].[CH3:1][Si:2]([CH3:3])([CH3:4])[F:27].[F-:16].[F-:17].[O:11]=[S:12](=[O:18])([O-:13])[C:14]([F:15])([F:16])[F:17],False,False,unbalanced,
173,['golden_dataset_573'],['golden_dataset'],[CH3:1][Si:2]([CH3:3])([CH3:4])[O:5][CH:6]=[C:7]1[C:18]([CH2:17][CH2:16][CH2:15][CH2:14][CH2:13][CH2:12][CH2:11][CH2:10][CH2:9][CH2:8]1)([OH:23])[CH2:19][C:20]([CH3:21])=[CH2:22]>>[CH2:16]1[CH2:17][C:18]2=[C:7]([CH:6]=[CH:22][C:20]([CH3:21])=[CH:19]2)[CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15]1,C[Si](C)(C)OC=C1C(CCCCCCCCCC1)(O)CC(C)=C>>C1CC2=C(C=CC(C)=C2)CCCCCCCC1.C[Si](C)(C)O.O,[],[CH3:1][Si:2]([CH3:3])([CH3:4])[O:5][CH:6]=[C:7]1[C:18]([CH2:17][CH2:16][CH2:15][CH2:14][CH2:13][CH2:12][CH2:11][CH2:10][CH2:9][CH2:8]1)([OH:23])[CH2:19][C:20]([CH3:21])=[CH2:22]>>[CH2:16]1[CH2:17][C:18]2=[C:7]([CH:6]=[CH:22][C:20]([CH3:21])=[CH:19]2)[CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15]1.[CH3:1][Si:2]([CH3:3])([CH3:4])[O:5][OH:23],False,False,unbalanced,
